
 0.000000E+00  0.000000E+00
 0.993531E+20  0.862165E+03
 0.993531E+20  0.862061E+06
 0.993531E+20  0.862191E+09
 0.993531E+20  0.862265E+12
 0.993531E+20  0.113827E+13
 0.993531E+20  0.122010E+13
 0.993531E+20  0.130779E+13
 0.993531E+20  0.140183E+13
 0.993531E+20  0.150262E+13
 0.993531E+20  0.161065E+13
 0.993531E+20  0.172644E+13
 0.993531E+20  0.185053E+13
 0.993531E+20  0.198358E+13
 0.993531E+20  0.212620E+13
 0.993531E+20  0.227902E+13
 0.993531E+20  0.244289E+13
 0.993531E+20  0.261847E+13
 0.993531E+20  0.280674E+13
 0.993531E+20  0.300853E+13
 0.993531E+20  0.322480E+13
 0.993531E+20  0.345662E+13
 0.993531E+20  0.370516E+13
 0.993531E+20  0.397154E+13
 0.993531E+20  0.425705E+13
 0.890483E+20  0.456313E+13
 0.808561E+20  0.489117E+13
 0.700179E+20  0.524281E+13
 0.653045E+20  0.561972E+13
 0.612555E+20  0.602373E+13
 0.576929E+20  0.645679E+13
 0.545070E+20  0.692098E+13
 0.516243E+20  0.741854E+13
 0.489929E+20  0.795187E+13
 0.465742E+20  0.852353E+13
 0.443388E+20  0.913630E+13
 0.422633E+20  0.979312E+13
 0.403288E+20  0.104972E+14
 0.385199E+20  0.112518E+14
 0.368236E+20  0.120607E+14
 0.352292E+20  0.129278E+14
 0.316982E+20  0.138572E+14
 0.304234E+20  0.148534E+14
 0.292118E+20  0.159212E+14
 0.280592E+20  0.170658E+14
 0.269618E+20  0.182927E+14
 0.259160E+20  0.196078E+14
 0.249188E+20  0.210174E+14
 0.239671E+20  0.225284E+14
 0.230582E+20  0.241480E+14
 0.221897E+20  0.258840E+14
 0.213594E+20  0.277449E+14
 0.205650E+20  0.297395E+14
 0.198046E+20  0.318775E+14
 0.190763E+20  0.341692E+14
 0.183786E+20  0.366257E+14
 0.166803E+20  0.392588E+14
 0.161041E+20  0.420811E+14
 0.155482E+20  0.451064E+14
 0.150119E+20  0.483491E+14
 0.144947E+20  0.518250E+14
 0.139960E+20  0.555508E+14
 0.135152E+20  0.595444E+14
 0.130516E+20  0.638251E+14
 0.126046E+20  0.684136E+14
