
 0.121736E+20  0.733319E+14
 0.117581E+20  0.786039E+14
 0.113575E+20  0.842548E+14
 0.109711E+20  0.903120E+14
 0.105985E+20  0.968047E+14
 0.102391E+20  0.103764E+15
 0.933111E+19  0.111224E+15
 0.903044E+19  0.119220E+15
 0.873869E+19  0.127791E+15
 0.845579E+19  0.136978E+15
 0.818159E+19  0.146825E+15
 0.791593E+19  0.157381E+15
 0.765864E+19  0.168695E+15
 0.740950E+19  0.180823E+15
 0.716832E+19  0.193822E+15
 0.693488E+19  0.207756E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
 0.000000E+00  0.220111E+15
