res,imf,time,sol_frac,liq_frac,hydrous_frac,primitive_frac,n2co2_frac,cocl_frac,h2o_frac,perco_frac,melt1_frac,melt2_frac,Tmax,Tmean,m_plts_tot
resII,powerlaw,1.035323,1.0,0.0,0.541964,0.458036,0.999884,1.0,1.0,0.0,0.0,0.0,373.317752,352.420599,38.345629
resII,powerlaw,1.059561,1.0,0.0,0.494196,0.505804,0.999759,1.0,1.0,0.0,0.0,0.0,386.854406,364.384738,42.704344
resII,powerlaw,1.084366,1.0,0.0,0.673683,0.326317,0.999634,1.0,1.0,0.0,0.0,0.0,400.376791,376.214087,47.29273
resII,powerlaw,1.109752,1.0,0.0,0.68017,0.31983,0.999662,1.0,1.0,0.0,0.0,0.0,413.777012,387.884804,52.110432
resII,powerlaw,1.135733,1.0,0.0,0.62212,0.37788,0.999685,1.0,1.0,0.0,0.0,0.0,426.943169,399.546778,57.156615
resII,powerlaw,1.162322,1.0,0.0,0.57145,0.428503,0.99971,1.0,0.999953,0.0,0.0,0.0,440.030043,410.97744,62.429897
resII,powerlaw,1.189533,1.0,0.0,0.710484,0.289318,0.999732,1.0,0.999802,8.9e-05,0.0,0.0,453.026487,422.226772,67.925614
resII,powerlaw,1.217383,1.0,0.0,0.710423,0.289348,0.999434,1.0,0.999771,0.000183,0.0,0.0,465.846264,433.365683,73.640116
resII,powerlaw,1.245884,1.0,0.0,0.659561,0.34022,0.994253,1.0,0.99978,0.000206,0.0,0.0,478.64772,444.487366,79.547586
resII,powerlaw,1.275053,1.0,0.0,0.615771,0.384022,0.984634,1.0,0.999793,0.000202,0.0,0.0,491.270005,455.366923,85.672821
resII,powerlaw,1.304903,0.999999,1e-06,0.757634,0.242174,0.981637,1.0,0.999807,0.000189,2e-06,0.0,503.668872,465.960991,92.011325
resII,powerlaw,1.33545,0.999897,0.000103,0.714853,0.284218,0.982512,1.0,0.999071,0.000179,0.000105,0.0,515.822808,476.449833,98.55425
resII,powerlaw,1.366717,0.999846,0.000154,0.665678,0.32862,0.981352,1.0,0.994297,0.000168,0.000154,0.0,527.90347,486.797456,105.308525
resII,powerlaw,1.398712,0.99985,0.00015,0.673072,0.314552,0.953445,0.999931,0.987624,0.000452,0.00015,0.0,539.750077,496.850106,112.270769
resII,powerlaw,1.431459,0.999858,0.000142,0.758501,0.227831,0.937493,0.999902,0.986332,0.005765,0.000142,0.0,551.367214,506.603972,119.431618
resII,powerlaw,1.464972,0.999864,0.000136,0.716811,0.269993,0.939687,0.99987,0.986805,0.011809,0.000136,0.0,562.551033,516.130509,126.811073
resII,powerlaw,1.499268,0.999871,0.000129,0.677059,0.310008,0.942293,0.999876,0.987067,0.012223,0.000129,0.0,573.595357,525.417807,134.386361
resII,powerlaw,1.534369,0.999877,0.000123,0.657078,0.320459,0.939224,0.999881,0.977537,0.011769,0.000123,0.0,584.189728,534.309567,142.17672
resII,powerlaw,1.570291,0.997825,0.002175,0.699432,0.25698,0.916007,0.999887,0.956412,0.013092,0.002465,0.0,594.621747,543.002538,150.153689
resII,powerlaw,1.607052,0.992089,0.007911,0.673845,0.279485,0.89439,0.999892,0.95333,0.03203,0.008278,0.0,604.740322,551.374257,158.330238
resII,powerlaw,1.644675,0.990606,0.009394,0.72575,0.229321,0.892961,0.999889,0.955072,0.040372,0.0094,0.0,614.332537,559.331148,166.718358
resII,powerlaw,1.683179,0.990814,0.009186,0.69311,0.263137,0.897016,0.998445,0.956247,0.042029,0.009189,1.1e-05,623.595392,566.92139,175.313115
resII,powerlaw,1.722587,0.991132,0.008868,0.65892,0.290545,0.901249,0.99268,0.949465,0.040532,0.00887,8e-05,632.510516,574.180149,184.126294
resII,powerlaw,1.762913,0.988516,0.011484,0.692176,0.231694,0.887937,0.9919,0.923871,0.039224,0.011494,8.4e-05,641.034544,581.076801,193.143869
resII,powerlaw,1.804187,0.971069,0.028931,0.653308,0.263395,0.853237,0.992124,0.916703,0.049036,0.028971,8.2e-05,649.054103,587.510897,202.38277
resII,powerlaw,1.846424,0.966959,0.033041,0.669566,0.248401,0.856057,0.99219,0.917967,0.073503,0.033061,8e-05,656.461215,593.451481,211.826444
resII,powerlaw,1.889653,0.967758,0.032242,0.68045,0.240297,0.861,0.98913,0.920746,0.076631,0.032254,7.7e-05,663.534305,599.012849,221.49502
resII,powerlaw,1.933892,0.968802,0.031198,0.652858,0.269651,0.866106,0.974891,0.922509,0.074553,0.031208,7.5e-05,670.202503,604.224661,231.371307
resII,powerlaw,1.979168,0.969841,0.030159,0.683201,0.232656,0.864922,0.971359,0.915857,0.072057,0.030166,7.2e-05,676.475248,609.051164,241.461178
resII,powerlaw,2.025503,0.969744,0.030256,0.637897,0.250651,0.837927,0.972059,0.888548,0.069811,0.030354,6.9e-05,682.396223,613.537943,251.746333
resII,powerlaw,2.072921,0.952166,0.047834,0.620638,0.267397,0.830401,0.972907,0.888035,0.076696,0.049443,8.8e-05,687.754876,617.530978,262.259285
resII,powerlaw,2.121451,0.941945,0.058055,0.652317,0.2388,0.834659,0.973709,0.891117,0.102513,0.058106,0.003087,692.52361,621.046146,272.977877
resII,powerlaw,2.171119,0.941656,0.058344,0.631153,0.263375,0.839151,0.974082,0.894528,0.102495,0.058385,0.005334,696.737524,624.119809,283.922926
resII,powerlaw,2.221947,0.943256,0.056744,0.663028,0.234769,0.837348,0.967551,0.897797,0.099727,0.056791,0.005302,700.497127,626.768124,295.07672
resII,powerlaw,2.273966,0.944957,0.055043,0.647659,0.241502,0.821366,0.950318,0.889162,0.096674,0.055101,0.005213,703.969618,629.108229,306.452122
resII,powerlaw,2.327202,0.946645,0.053355,0.60173,0.266904,0.812255,0.949005,0.868634,0.093602,0.053489,0.005092,707.024036,631.041469,318.011359
resII,powerlaw,2.381686,0.944266,0.055734,0.594865,0.274028,0.817276,0.950142,0.868893,0.094659,0.058595,0.005319,709.709788,632.625416,329.783481
resII,powerlaw,2.437445,0.926091,0.073909,0.609719,0.262825,0.822902,0.95151,0.872545,0.11475,0.078486,0.007257,711.833548,633.717024,341.759797
resII,powerlaw,2.494508,0.921408,0.078592,0.615296,0.260886,0.826236,0.952705,0.876182,0.120312,0.078973,0.01742,713.361562,634.417516,353.95363
resII,powerlaw,2.55291,0.922847,0.077153,0.60071,0.278243,0.818039,0.95385,0.878953,0.117334,0.077322,0.018612,714.299746,634.663097,366.339966
resII,powerlaw,2.612677,0.924774,0.075226,0.629156,0.244131,0.799831,0.951742,0.873287,0.114211,0.075423,0.018386,714.943544,634.618101,378.912605
resII,powerlaw,2.673841,0.926819,0.073181,0.607794,0.248517,0.801272,0.936815,0.856311,0.110976,0.073412,0.018044,715.335868,634.276574,391.670464
resII,powerlaw,2.736441,0.928893,0.071107,0.587151,0.270606,0.806701,0.931964,0.857756,0.107851,0.071373,0.017652,715.323208,633.501313,404.631035
resII,powerlaw,2.800504,0.930356,0.069644,0.598915,0.262303,0.812093,0.933262,0.861218,0.112854,0.070427,0.017225,714.940744,632.394209,417.755281
resII,powerlaw,2.866067,0.920136,0.079864,0.623458,0.241464,0.817475,0.934861,0.864922,0.127503,0.083771,0.016804,714.224792,630.993159,431.056781
resII,powerlaw,2.933167,0.911158,0.088842,0.621266,0.247366,0.82267,0.936525,0.868632,0.127699,0.09085,0.016378,713.052317,629.170007,444.520763
resII,powerlaw,3.001835,0.911141,0.088859,0.605491,0.266778,0.827783,0.938209,0.872269,0.124638,0.089304,0.016279,711.547911,627.049452,458.156901
resII,powerlaw,3.072113,0.91331,0.08669,0.584988,0.287341,0.82684,0.939877,0.872329,0.121397,0.08716,0.021319,710.191592,625.084649,471.923722
resII,powerlaw,3.144035,0.915405,0.084595,0.565895,0.29019,0.811467,0.941364,0.856085,0.118274,0.085103,0.03112,708.96594,623.313803,485.854532
resII,powerlaw,3.21764,0.917395,0.082605,0.58661,0.266143,0.81394,0.942094,0.852753,0.115277,0.08316,0.031429,707.750522,621.629657,499.888859
resII,powerlaw,3.292963,0.91944,0.08056,0.589157,0.266498,0.818366,0.934897,0.855655,0.112322,0.081168,0.031065,706.544091,619.920205,514.070414
resII,powerlaw,3.37006,0.921484,0.078516,0.575459,0.283479,0.822826,0.924825,0.858939,0.112978,0.079206,0.030537,705.527594,618.34109,528.333623
resII,powerlaw,3.448963,0.923475,0.076525,0.560689,0.301593,0.821806,0.925945,0.862282,0.128076,0.077288,0.029926,704.466133,616.651898,542.715957
resII,powerlaw,3.529704,0.924619,0.075381,0.546567,0.319026,0.813575,0.927411,0.865592,0.129721,0.076387,0.029308,703.475789,614.988529,557.159914
resII,powerlaw,3.612347,0.914326,0.085674,0.542825,0.325984,0.81567,0.928968,0.86881,0.12721,0.088463,0.028699,702.473792,613.279647,571.686516
resII,powerlaw,3.696922,0.910207,0.089793,0.680944,0.190991,0.819641,0.930525,0.871936,0.124518,0.090965,0.028082,701.281169,611.39716,586.255455
resII,powerlaw,3.783463,0.911839,0.088161,0.736407,0.138555,0.823673,0.932097,0.874962,0.121782,0.089376,0.027472,700.088729,609.479532,600.867649
resII,powerlaw,3.872031,0.913733,0.086267,0.741904,0.13599,0.827638,0.933629,0.877894,0.119044,0.087596,0.026877,698.889354,607.536263,615.486083
resII,powerlaw,3.96269,0.91574,0.08426,0.745558,0.135144,0.831502,0.935021,0.880702,0.116406,0.08571,0.026283,697.537937,605.439366,630.113391
resII,powerlaw,4.055473,0.917647,0.082353,0.748474,0.134911,0.835235,0.936555,0.883386,0.113852,0.083935,0.025731,696.184172,603.301202,644.711692
resII,powerlaw,4.150411,0.919563,0.080437,0.750798,0.135152,0.838849,0.937945,0.88595,0.111373,0.082152,0.02531,694.756312,601.09002,659.263086
resII,powerlaw,4.247566,0.921354,0.078646,0.750687,0.135601,0.84237,0.93933,0.886288,0.108921,0.080532,0.024679,693.300783,598.823163,673.748904
resII,powerlaw,4.347004,0.923272,0.076728,0.741524,0.136296,0.845576,0.940523,0.877821,0.106716,0.078775,0.024251,691.692648,596.430792,688.130871
resII,powerlaw,4.448786,0.925003,0.074997,0.739709,0.137159,0.845669,0.94175,0.876869,0.104545,0.077214,0.023699,690.059873,593.969541,702.407745
resII,powerlaw,4.552944,0.926752,0.073248,0.740859,0.137997,0.838082,0.942854,0.878856,0.102488,0.075642,0.025676,688.331122,591.453688,716.519115
resII,powerlaw,4.659511,0.928492,0.071508,0.742046,0.138848,0.838775,0.940546,0.880894,0.100598,0.074113,0.032397,686.580504,588.880532,730.459374
resII,powerlaw,4.768614,0.929937,0.070063,0.743331,0.139652,0.841314,0.935315,0.882984,0.098744,0.072849,0.033778,684.770234,586.272164,744.17565
resII,powerlaw,4.880251,0.931475,0.068525,0.744479,0.140414,0.843848,0.933234,0.884892,0.096986,0.071518,0.033622,682.825601,583.59504,757.646763
resII,powerlaw,4.994518,0.932686,0.067314,0.745573,0.141113,0.846462,0.933859,0.886685,0.095137,0.070507,0.033542,680.909122,580.872236,770.832781
resII,powerlaw,5.111447,0.933049,0.066951,0.745725,0.141136,0.846358,0.93365,0.88686,0.095363,0.070405,0.033393,683.983678,582.14868,770.832781
resII,powerlaw,5.231101,0.933407,0.066593,0.745522,0.141122,0.846249,0.933579,0.886645,0.095273,0.070333,0.033649,686.761699,583.144799,770.832781
resII,powerlaw,5.353576,0.933615,0.066385,0.745732,0.141109,0.846419,0.93343,0.886841,0.095332,0.070431,0.03371,689.201372,583.871093,770.832781
resII,powerlaw,5.478902,0.934103,0.065897,0.745652,0.141126,0.846282,0.93348,0.886778,0.095269,0.070255,0.033689,691.379615,584.339165,770.832781
resII,powerlaw,5.607175,0.934244,0.065756,0.745895,0.141117,0.846333,0.933399,0.887011,0.095534,0.070432,0.033896,693.283176,584.57882,770.832781
resII,powerlaw,5.738428,0.934593,0.065407,0.745683,0.141103,0.846317,0.933363,0.886786,0.097631,0.070452,0.033729,694.927043,584.588216,770.832781
resII,powerlaw,5.872785,0.935005,0.064995,0.745712,0.141122,0.846188,0.933411,0.886834,0.105484,0.070474,0.033966,696.371871,584.412893,770.832781
resII,powerlaw,6.01028,0.934979,0.065021,0.74557,0.141111,0.846411,0.93319,0.886681,0.107192,0.075849,0.033851,697.542314,584.066247,770.832781
resII,powerlaw,6.150975,0.935986,0.064014,0.745648,0.141135,0.846268,0.93353,0.886783,0.10734,0.080514,0.033708,698.568716,583.52773,770.832781
resII,powerlaw,6.294997,0.932185,0.067815,0.745573,0.141122,0.846295,0.933492,0.886695,0.107569,0.082476,0.034137,699.376154,582.855786,770.832781
resII,powerlaw,6.442378,0.927146,0.072854,0.745563,0.141128,0.846442,0.933453,0.886692,0.107547,0.082953,0.033736,700.025479,582.000566,770.832781
resII,powerlaw,6.593182,0.925668,0.074332,0.745981,0.141119,0.846305,0.933368,0.887101,0.107568,0.083271,0.033786,700.500295,581.078617,770.832781
resII,powerlaw,6.747535,0.925081,0.074919,0.745482,0.141124,0.846161,0.933267,0.886606,0.107587,0.083356,0.034358,700.879454,580.005404,770.832781
resII,powerlaw,6.9055,0.925176,0.074824,0.74555,0.141134,0.846163,0.933106,0.886684,0.107547,0.083336,0.033654,701.04503,578.836202,770.832781
resII,powerlaw,7.067172,0.925327,0.074673,0.745457,0.141122,0.846313,0.933291,0.886579,0.107735,0.083411,0.033992,701.214247,577.608555,770.832781
resII,powerlaw,7.232648,0.925704,0.074296,0.745639,0.141129,0.846265,0.93309,0.886768,0.107413,0.083562,0.033982,701.149562,576.245937,770.832781
resII,powerlaw,7.401957,0.926536,0.073464,0.745445,0.141108,0.846462,0.933568,0.886553,0.107596,0.082979,0.034064,701.136734,574.831548,770.832781
resII,powerlaw,7.575259,0.926658,0.073342,0.745782,0.141116,0.846213,0.933195,0.886898,0.107461,0.083461,0.033778,700.907447,573.369942,770.832781
resII,powerlaw,7.752586,0.9271,0.0729,0.746036,0.141112,0.846295,0.933399,0.887148,0.107387,0.083581,0.034326,700.668196,571.835844,770.832781
resII,powerlaw,7.934095,0.928006,0.071994,0.74542,0.141119,0.846392,0.933214,0.886539,0.107608,0.082914,0.034027,700.381193,570.285056,770.832781
resII,powerlaw,8.119851,0.927976,0.072024,0.745701,0.141116,0.84626,0.93289,0.886817,0.107593,0.08377,0.033938,699.89878,568.657226,770.832781
resII,powerlaw,8.309948,0.928854,0.071146,0.745794,0.141091,0.846183,0.933707,0.886885,0.107618,0.083115,0.034156,699.588484,567.014618,770.832781
resII,powerlaw,8.504481,0.929298,0.070702,0.745632,0.141125,0.8464,0.933156,0.886757,0.1076,0.083271,0.034256,699.058096,565.354117,770.832781
resII,powerlaw,8.703577,0.929537,0.070463,0.745969,0.141132,0.846107,0.93309,0.887101,0.107345,0.083608,0.034391,698.504236,563.639454,770.832781
resII,powerlaw,8.907363,0.930291,0.069709,0.746085,0.141115,0.84648,0.933679,0.8872,0.107493,0.08319,0.034852,698.044014,561.955705,770.832781
resII,powerlaw,9.115902,0.930633,0.069367,0.745633,0.141135,0.84638,0.93274,0.886768,0.107345,0.083553,0.034448,697.389379,560.218193,770.832781
resII,powerlaw,9.32929,0.931222,0.068778,0.745988,0.141104,0.846281,0.933433,0.887092,0.107808,0.083405,0.034408,696.865637,558.451655,770.832781
resII,powerlaw,9.547716,0.931894,0.068106,0.745135,0.141121,0.846308,0.933387,0.886256,0.107699,0.083226,0.034305,696.21094,556.696595,770.832781
resII,powerlaw,9.771244,0.932109,0.067891,0.746052,0.141145,0.845991,0.933092,0.887198,0.107706,0.083609,0.034209,695.567306,554.917494,770.832781
resII,powerlaw,10.0,0.932894,0.067106,0.74554,0.141156,0.846585,0.933418,0.886697,0.107618,0.083341,0.034215,694.939084,553.152339,770.832781
